name,category,build_date,num_events,ActsTrackFindingAlg,ActsPixelSeedingAlg,ActsStripSeedingAlg,ActsPixelClusterizationAlg,ActsStripClusterizationAlg,ActsStripSpacePointFormationAlg,ActsPixelSpacePointFormationAlg,ActsAmbiguityResolutionAlg,avg_mem_ActsTrackFindingAlg,avg_mem_ActsPixelSeedingAlg,avg_mem_ActsStripSeedingAlg,avg_mem_ActsPixelClusterizationAlg,avg_mem_ActsStripClusterizationAlg,avg_mem_ActsStripSpacePointFormationAlg,avg_mem_ActsPixelSpacePointFormationAlg,avg_mem_ActsAmbiguityResolutionAlg,ckf_tracks,selected_tracks,input_seeds,efficiency,pixel_clusters,strip_clusters
22-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-22 21:01:00,100.0,13.912129696969698,1.8182494949494952,0.412039898989899,0.6102753535353536,0.3385730303030304,0.09572181818181817,0.026300606060606063,0.13764151515151515,273997.1919191919,12009.20202020202,2406.4242424242425,72493.0101010101,47754.35353535353,16844.23232323232,30181.282828282827,27899.49494949495,17488.0,4349.67,31457.68,,,
24-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-24 21:01:00,100.0,13.631549090909092,1.8213438383838383,0.4128644444444445,0.5633037373737373,0.3438369696969697,0.09626616161616162,0.026832929292929294,0.13905919191919194,273997.1919191919,12009.212121212122,2406.4242424242425,72493.0101010101,47578.545454545456,16844.242424242424,30181.272727272728,27899.49494949495,17488.0,4349.67,31457.68,,,
25-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-25 21:01:00,100.0,14.073024141414141,1.8178086868686867,0.41298666666666667,0.5693690909090909,0.34069838383838386,0.09635737373737373,0.026308282828282827,0.1384818181818182,273997.1919191919,12009.20202020202,2406.4444444444443,72493.0202020202,47754.37373737374,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,,,
26-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-26 21:01:00,100.0,13.910314545454545,1.8388701010101012,0.41239090909090903,0.5495273737373737,0.34074585858585854,0.09539030303030303,0.026143636363636362,0.13696262626262626,273997.1818181818,12009.212121212122,2406.4444444444443,72493.0202020202,47754.37373737374,16844.242424242424,30181.303030303032,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
27-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-27 21:01:00,100.0,14.008243737373737,1.838459696969697,0.41282656565656567,0.5687210101010101,0.3401805050505051,0.09585646464646466,0.02603424242424242,0.1375337373737374,273997.1919191919,12009.20202020202,2406.4444444444443,72493.0101010101,47754.37373737374,16844.23232323232,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
28-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-28 21:01:00,100.0,13.549969191919192,1.8414047474747475,0.4146837373737374,0.5708668686868686,0.33973131313131316,0.09588292929292928,0.026599797979797984,0.13829121212121212,273997.1919191919,12009.20202020202,2406.4242424242425,72493.0101010101,47754.35353535353,16844.23232323232,30181.272727272728,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
29-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-29 21:01:00,100.0,13.925493333333334,1.8418276767676767,0.41349616161616165,0.5631241414141415,0.34130373737373737,0.09599141414141414,0.026714646464646465,0.13830777777777778,273997.1919191919,12009.20202020202,2406.4444444444443,72493.0101010101,47579.393939393936,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
30-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-30 21:01:00,100.0,13.660340909090909,1.8407257575757576,0.4137662626262626,0.5711808080808081,0.3422219191919192,0.09584818181818182,0.026439696969696974,0.13833707070707071,273997.1919191919,12009.212121212122,2406.4343434343436,72493.0202020202,47754.37373737374,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
31-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-31 21:01:00,100.0,13.603899393939393,1.8389444444444445,0.4130408080808081,0.5690928282828283,0.3387049494949495,0.09603353535353536,0.02664444444444445,0.13783040404040403,273997.1919191919,12009.20202020202,2406.4444444444443,72493.0202020202,47580.656565656565,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
01-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-01 21:01:00,100.0,13.642550101010102,1.838421313131313,0.4125959595959596,0.5600160606060606,0.34112414141414144,0.09519676767676767,0.02605858585858586,0.13738161616161618,273997.1919191919,12009.20202020202,2406.4444444444443,72493.0202020202,47754.37373737374,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
02-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-02 21:01:00,100.0,13.922150303030303,1.8424346464646464,0.41260060606060606,0.5706978787878787,0.33898686868686867,0.09537828282828284,0.02600989898989899,0.1376081818181818,273997.1919191919,12009.212121212122,2406.4343434343436,72493.0101010101,47754.36363636364,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
03-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-03 21:01:00,100.0,18.372056363636364,1.8435763636363636,0.41284464646464647,0.5684729292929294,0.33824191919191915,0.09544010101010102,0.02566646464646465,0.13749575757575758,273997.1919191919,12009.20202020202,2406.4444444444443,72493.0202020202,47754.37373737374,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
04-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-04 21:01:00,100.0,18.692816565656567,1.8450739393939393,0.4135303030303031,0.5678050505050505,0.3407484848484848,0.09587090909090909,0.02782878787878788,0.1393259595959596,273997.1919191919,12009.20202020202,2406.4343434343436,72493.0202020202,47754.37373737374,16844.23232323232,30181.282828282827,27899.49494949495,17488.0,4349.67,31457.68,0.215,,
05-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-05 21:01:00,100.0,14.699574040404041,1.8155940404040403,0.4125471717171717,0.5753272727272727,0.33745898989898987,0.09475888888888888,0.027463030303030305,0.11038222222222221,239654.54545454544,12016.373737373737,2421.59595959596,72492.9898989899,47579.656565656565,16844.252525252527,30181.363636363636,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
06-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-06 21:01:00,100.0,14.741064545454545,1.8155660606060606,0.41293494949494947,0.5459164646464647,0.33845494949494953,0.09507777777777779,0.02709979797979798,0.11040787878787878,239654.54545454544,12016.39393939394,2421.6060606060605,72493.0101010101,47754.37373737374,16844.252525252527,30181.353535353537,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
07-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-07 21:01:00,100.0,14.762050707070706,1.8141728282828282,0.41242565656565655,0.575749292929293,0.3403581818181818,0.095129898989899,0.02727858585858586,0.11026929292929293,239654.54545454544,12016.39393939394,2421.59595959596,72493.0101010101,47754.36363636364,16844.252525252527,30181.363636363636,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
08-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-08 21:01:00,100.0,14.917152424242424,1.8143345454545456,0.4135541414141414,0.5767475757575757,0.3437940404040404,0.09554868686868687,0.027283535353535355,0.11067535353535354,239654.54545454544,12016.40404040404,2421.6060606060605,72493.0202020202,47754.37373737374,16844.252525252527,30181.353535353537,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
09-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-09 21:01:00,100.0,15.036428080808081,1.816829292929293,0.4126184848484849,0.5563016161616162,0.34198676767676767,0.09473909090909091,0.027355151515151513,0.11029191919191918,239654.54545454544,12016.39393939394,2421.6060606060605,72493.0,47754.36363636364,16844.242424242424,30181.353535353537,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
10-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-10 21:01:00,100.0,14.658239292929293,1.8159919191919194,0.41244,0.5471325252525252,0.3419359595959596,0.09475474747474748,0.025762727272727274,0.10984262626262627,239654.54545454544,12016.38383838384,2421.6060606060605,72493.0101010101,47754.35353535353,16844.252525252527,30181.363636363636,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
11-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-11 21:01:00,100.0,14.671702727272727,1.8175165656565657,0.4133314141414141,0.5697700000000001,0.3390864646464646,0.0948149494949495,0.025868686868686867,0.10973626262626263,239654.54545454544,12016.38383838384,2421.59595959596,72493.0101010101,47409.41414141414,16844.242424242424,30181.363636363636,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
12-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-12 21:01:00,100.0,14.957935454545455,1.813451616161616,0.41308616161616163,0.5590891919191919,0.3420549494949495,0.09503353535353536,0.027666262626262626,0.1103290909090909,239654.54545454544,12016.40404040404,2421.59595959596,72493.0202020202,47754.38383838384,16844.242424242424,30181.353535353537,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
13-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-13 21:01:00,100.0,12.79629090909091,1.8166047474747473,0.4128072727272727,0.5583485858585858,0.33770343434343436,0.09504878787878787,0.026052323232323232,0.10957727272727273,239654.54545454544,12016.38383838384,2421.59595959596,72493.0,47579.09090909091,16844.252525252527,30181.363636363636,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
14-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-14 21:01:00,100.0,12.81336818181818,1.8132654545454547,0.4123678787878787,0.5489260606060606,0.3409976767676767,0.09520545454545455,0.026229999999999996,0.11035535353535354,239654.54545454544,12016.40404040404,2421.6060606060605,72493.0101010101,47754.37373737374,16844.252525252527,30181.353535353537,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
15-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-15 21:01:00,100.0,12.672622121212122,1.8146205050505049,0.41219070707070704,0.5664528282828283,0.3399440404040404,0.09496232323232323,0.025702626262626264,0.10942282828282829,239654.54545454544,12016.39393939394,2421.59595959596,72493.0101010101,47582.0404040404,16844.242424242424,30181.363636363636,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
16-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-16 21:01:00,100.0,13.042720202020202,1.815159797979798,0.41289353535353535,0.5695361616161616,0.3436631313131313,0.09604040404040404,0.02606161616161616,0.11038696969696969,239654.54545454544,12016.40404040404,2421.6060606060605,72493.0101010101,47754.37373737374,16844.252525252527,30181.353535353537,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
17-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-17 21:01:00,100.0,12.857663838383838,1.816909191919192,0.412499696969697,0.5630740404040404,0.3404249494949495,0.09508313131313131,0.025925454545454543,0.11011121212121211,239654.54545454544,12016.40404040404,2421.6060606060605,72493.0101010101,47580.969696969696,16844.252525252527,30181.363636363636,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
18-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-18 21:01:00,100.0,12.702909191919192,1.8144099999999999,0.4120525252525252,0.5527623232323232,0.34012404040404043,0.09498666666666666,0.025945050505050502,0.10965919191919192,239654.54545454544,12016.39393939394,2421.6060606060605,72493.0202020202,47754.37373737374,16844.242424242424,30181.363636363636,27971.151515151516,15997.02,3363.24,31457.68,0.204,,
19-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-19 21:01:00,100.0,12.49192898989899,1.84932898989899,0.4199812121212121,0.5519090909090909,0.3398424242424243,0.09590646464646464,0.025872323232323233,0.11078828282828283,231834.25252525252,12016.40404040404,2421.6060606060605,72493.0101010101,47754.37373737374,16844.252525252527,30181.353535353537,27145.939393939392,15997.05,3363.24,31457.68,0.204,,
20-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-20 21:01:00,100.0,12.212549494949494,1.8497,0.41897181818181817,0.5590890909090909,0.3430048484848485,0.09533939393939395,0.025879999999999997,0.11012404040404042,231834.25252525252,12016.38383838384,2421.6060606060605,72493.0,47577.606060606064,16844.262626262625,30181.363636363636,27145.939393939392,15997.05,3363.24,31457.68,0.204,,
21-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-21 21:01:00,100.0,12.06881808080808,1.8490559595959597,0.4194654545454546,0.5515679797979799,0.34386666666666665,0.09596020202020202,0.025663535353535355,0.11054464646464647,231834.25252525252,12016.39393939394,2421.6060606060605,72493.0,47754.36363636364,16844.252525252527,30181.353535353537,27145.939393939392,15997.05,3363.24,31457.68,0.204,,
22-04-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-04-22 21:01:00,100.0,0.0,1.8481933333333336,0.4202821212121212,0.5540329292929294,0.3398425252525253,0.09611212121212122,0.025827171717171714,0.0,0.0,12016.38383838384,2421.6060606060605,72492.9898989899,47754.36363636364,16844.252525252527,30181.353535353537,0.0,15997.05,3363.24,31457.68,0.204,,
